Year,Day,Hour,Minute,Bx GSE-GSM(nT)
2021,28,5,30,1.80
2021,28,5,35,1.96
2021,28,5,40,2.05
2021,28,5,45,2.42
2021,28,5,50,2.46
2021,28,5,55,2.54
2021,28,6,0,2.55
2021,28,6,5,2.93
2021,28,6,10,2.74
2021,28,6,15,2.71
2021,28,6,20,2.90
2021,28,6,25,2.54
2021,28,6,30,1.95
2021,28,6,35,1.98
2021,28,6,40,1.63
2021,28,6,45,1.85
2021,28,6,50,2.20
2021,28,6,55,2.74
2021,28,7,0,2.79
2021,28,7,5,1.87
2021,28,7,10,-1.42
2021,28,7,15,-1.09
2021,28,7,20,-0.63
2021,28,7,25,-0.91
2021,28,7,30,-0.74
2021,28,7,35,-0.63
2021,28,7,40,-0.75
2021,28,7,45,-0.57
2021,28,7,50,-0.96
2021,28,7,55,-0.35
2021,28,8,0,0.73
2021,28,8,5,2.54
2021,28,8,10,2.76
2021,28,8,15,3.08
2021,28,8,20,3.12
2021,28,8,25,3.33
2021,28,8,30,3.50
2021,28,8,35,3.07
2021,28,8,40,2.84
2021,28,8,45,2.77
2021,28,8,50,2.54
2021,28,8,55,2.37
2021,28,9,0,2.37
2021,28,9,5,1.99
2021,28,9,10,2.17
2021,28,9,15,2.15
2021,28,9,20,2.05
2021,28,9,25,2.49
2021,28,9,30,2.65
2021,28,9,35,2.64
2021,28,9,40,2.66
2021,28,9,45,2.65
2021,28,9,50,2.20
2021,28,9,55,2.60
2021,28,10,0,2.50
2021,28,10,5,2.69
2021,28,10,10,2.62
2021,28,10,15,2.57
2021,28,10,20,2.42
2021,28,10,25,2.48
2021,28,10,30,2.27
2021,28,10,35,2.51
2021,28,10,40,2.73
2021,28,10,45,2.68
2021,28,10,50,2.83
2021,28,10,55,2.93
2021,28,11,0,3.02
2021,28,11,5,2.97
2021,28,11,10,2.93
2021,28,11,15,2.89
2021,28,11,20,3.02
2021,28,11,25,3.07
2021,28,11,30,3.33
2021,28,11,35,3.33
2021,28,11,40,3.30
2021,28,11,45,3.23
2021,28,11,50,3.22
2021,28,11,55,3.23
2021,28,12,0,3.01
2021,28,12,5,2.92
2021,28,12,10,2.96
2021,28,12,15,2.98
2021,28,12,20,3.01
2021,28,12,25,2.82
2021,28,12,30,2.71
2021,28,12,35,2.83
2021,28,12,40,2.31
2021,28,12,45,2.55
2021,28,12,50,2.76
2021,28,12,55,2.77
2021,28,13,0,2.79
2021,28,13,5,2.75
2021,28,13,10,2.76
2021,28,13,15,2.76
2021,28,13,20,2.81
2021,28,13,25,2.82
2021,28,13,30,2.91
2021,28,13,35,2.73
2021,28,13,40,2.64
2021,28,13,45,1.97
2021,28,13,50,2.08
2021,28,13,55,2.15
2021,28,14,0,2.43
2021,28,14,5,2.53
2021,28,14,10,2.41
2021,28,14,15,2.37
2021,28,14,20,2.41
2021,28,14,25,2.37
2021,28,14,30,2.33
2021,28,14,35,2.14
2021,28,14,40,2.27
2021,28,14,45,2.17
2021,28,14,50,1.90
2021,28,14,55,2.19
2021,28,15,0,2.14
2021,28,15,5,2.04
2021,28,15,10,2.02
2021,28,15,15,2.41
2021,28,15,20,2.71
2021,28,15,25,2.65
2021,28,15,30,2.54
2021,28,15,35,2.01
2021,28,15,40,1.88
2021,28,15,45,2.06
2021,28,15,50,2.07
2021,28,15,55,1.79
2021,28,16,0,1.63
2021,28,16,5,1.66
2021,28,16,10,-0.96
2021,28,16,15,-1.52
2021,28,16,20,-0.84
2021,28,16,25,0.68
2021,28,16,30,2.04
2021,28,16,35,1.96
2021,28,16,40,1.84
2021,28,16,45,1.65
2021,28,16,50,1.41
2021,28,16,55,0.81
2021,28,17,0,0.78
2021,28,17,5,1.15
2021,28,17,10,0.96
2021,28,17,15,0.12
2021,28,17,20,-0.19
2021,28,17,25,0.27
2021,28,17,30,0.87
2021,28,17,35,0.97
2021,28,17,40,1.19
2021,28,17,45,1.66
2021,28,17,50,1.77
2021,28,17,55,1.93
2021,28,18,0,2.01
2021,28,18,5,1.94
2021,28,18,10,1.19
2021,28,18,15,-0.41
2021,28,18,20,0.20
2021,28,18,25,-0.18
2021,28,18,30,0.37
2021,28,18,35,0.19
2021,28,18,40,0.35
2021,28,18,45,0.02
2021,28,18,50,-0.58
2021,28,18,55,-1.02
2021,28,19,0,-0.71
2021,28,19,5,0.23
2021,28,19,10,0.33
2021,28,19,15,0.10
2021,28,19,20,-0.46
2021,28,19,25,-0.69
2021,28,19,30,-0.65
2021,28,19,35,-0.64
2021,28,19,40,-0.06
2021,28,19,45,1.20
2021,28,19,50,-0.23
2021,28,19,55,-0.71
2021,28,20,0,-0.60
2021,28,20,5,-0.14
2021,28,20,10,-0.27
2021,28,20,15,-0.61
2021,28,20,20,-0.86
2021,28,20,25,-0.36
2021,28,20,30,-0.57
2021,28,20,35,-0.82
2021,28,20,40,-1.02
2021,28,20,45,-0.89
2021,28,20,50,-0.74
2021,28,20,55,-0.29
2021,28,21,0,-0.31
2021,28,21,5,9999.99
2021,28,21,10,-0.99
2021,28,21,15,0.07
2021,28,21,20,0.49
2021,28,21,25,0.35
2021,28,21,30,0.13
2021,28,21,35,-0.01
2021,28,21,40,-0.29
2021,28,21,45,0.75
2021,28,21,50,0.85
2021,28,21,55,1.06
2021,28,22,0,1.36
2021,28,22,5,1.11
2021,28,22,10,1.90
2021,28,22,15,2.09
2021,28,22,20,1.92
2021,28,22,25,1.74
2021,28,22,30,1.55
2021,28,22,35,1.76
2021,28,22,40,1.73
2021,28,22,45,1.46
2021,28,22,50,1.59
2021,28,22,55,1.67
2021,28,23,0,1.61
2021,28,23,5,1.88
2021,28,23,10,2.28
2021,28,23,15,2.27
2021,28,23,20,1.85
2021,28,23,25,2.09
2021,28,23,30,2.06
2021,28,23,35,2.13
2021,28,23,40,2.27
2021,28,23,45,2.19
2021,28,23,50,2.04
2021,28,23,55,1.93
2021,29,0,0,1.78
2021,29,0,5,2.66
2021,29,0,10,2.68
2021,29,0,15,2.19
2021,29,0,20,1.61
2021,29,0,25,1.48
2021,29,0,30,1.37
2021,29,0,35,0.67
2021,29,0,40,-0.28
2021,29,0,45,-0.43
2021,29,0,50,-1.04
2021,29,0,55,-0.74
2021,29,1,0,-1.40
2021,29,1,5,-1.81
2021,29,1,10,-1.99
2021,29,1,15,-1.44
2021,29,1,20,-1.37
2021,29,1,25,-1.36
2021,29,1,30,-1.27
2021,29,1,35,-1.15
2021,29,1,40,-1.30
2021,29,1,45,-1.31
2021,29,1,50,-1.24
2021,29,1,55,-1.23
2021,29,2,0,-0.98
2021,29,2,5,-0.91
2021,29,2,10,-1.25
2021,29,2,15,-1.36
2021,29,2,20,-1.41
2021,29,2,25,-1.46
2021,29,2,30,-1.82
2021,29,2,35,-1.82
2021,29,2,40,-1.76
2021,29,2,45,-0.54
2021,29,2,50,1.34
2021,29,2,55,1.17
2021,29,3,0,0.60
2021,29,3,5,-0.29
2021,29,3,10,-0.67
2021,29,3,15,-0.51
2021,29,3,20,-0.75
2021,29,3,25,-1.00
2021,29,3,30,-0.96
2021,29,3,35,-0.70
2021,29,3,40,-0.50
2021,29,3,45,-0.08
2021,29,3,50,0.42
2021,29,3,55,0.45
2021,29,4,0,0.42
2021,29,4,5,0.29
2021,29,4,10,-1.19
2021,29,4,15,-1.62
2021,29,4,20,-1.57
2021,29,4,25,-0.76
2021,29,4,30,-0.22
2021,29,4,35,-0.50
2021,29,4,40,0.77
2021,29,4,45,-0.36
2021,29,4,50,-0.49
2021,29,4,55,-1.10
2021,29,5,0,-0.39
2021,29,5,5,-0.80
2021,29,5,10,-1.19
2021,29,5,15,0.42
2021,29,5,20,1.08
2021,29,5,25,1.69
2021,29,5,30,0.82
2021,29,5,35,0.30
2021,29,5,40,0.37
2021,29,5,45,0.39
2021,29,5,50,0.22
2021,29,5,55,0.31
2021,29,6,0,0.27
2021,29,6,5,0.17
2021,29,6,10,0.06
2021,29,6,15,0.10
2021,29,6,20,-1.27
2021,29,6,25,-1.74
2021,29,6,30,-1.81
2021,29,6,35,-1.56
2021,29,6,40,-1.38
2021,29,6,45,-1.65
2021,29,6,50,-1.41
2021,29,6,55,-1.22
2021,29,7,0,-0.96
2021,29,7,5,-1.37
2021,29,7,10,-2.17
2021,29,7,15,-2.19
2021,29,7,20,-1.95
2021,29,7,25,-1.79
2021,29,7,30,-1.48
2021,29,7,35,-1.63
2021,29,7,40,-1.59
2021,29,7,45,-1.69
2021,29,7,50,-1.82
2021,29,7,55,-2.06
2021,29,8,0,-1.97
2021,29,8,5,-2.03
2021,29,8,10,-2.00
2021,29,8,15,-1.96
2021,29,8,20,-1.66
2021,29,8,25,-1.37
2021,29,8,30,-0.27
2021,29,8,35,0.97
2021,29,8,40,1.54
2021,29,8,45,1.25
2021,29,8,50,0.90
2021,29,8,55,0.72
2021,29,9,0,0.67
2021,29,9,5,0.83
2021,29,9,10,0.96
2021,29,9,15,0.83
2021,29,9,20,0.57
2021,29,9,25,0.46
2021,29,9,30,0.50
2021,29,9,35,0.81
2021,29,9,40,1.07
2021,29,9,45,1.65
2021,29,9,50,1.50
2021,29,9,55,1.71
2021,29,10,0,1.71
2021,29,10,5,1.67
2021,29,10,10,1.52
2021,29,10,15,1.45
2021,29,10,20,1.14
2021,29,10,25,1.11
2021,29,10,30,1.06
2021,29,10,35,1.10
2021,29,10,40,1.03
2021,29,10,45,0.93
2021,29,10,50,0.17
2021,29,10,55,-0.11
2021,29,11,0,-0.74
2021,29,11,5,-0.39
2021,29,11,10,-0.23
2021,29,11,15,0.15
2021,29,11,20,-0.29
2021,29,11,25,-0.48
2021,29,11,30,-0.52
2021,29,11,35,-0.34
2021,29,11,40,-0.13
2021,29,11,45,-0.04
2021,29,11,50,0.19
2021,29,11,55,0.11
2021,29,12,0,-0.50
2021,29,12,5,-0.58
2021,29,12,10,0.26
2021,29,12,15,0.88
2021,29,12,20,0.61
2021,29,12,25,0.35
2021,29,12,30,0.22
2021,29,12,35,-0.72
2021,29,12,40,-1.14
2021,29,12,45,0.44
2021,29,12,50,-0.40
2021,29,12,55,0.40
2021,29,13,0,0.86
2021,29,13,5,1.71
2021,29,13,10,1.02
2021,29,13,15,0.15
2021,29,13,20,-1.02
2021,29,13,25,-0.59
2021,29,13,30,-0.47
2021,29,13,35,-0.42
2021,29,13,40,0.20
2021,29,13,45,0.22
2021,29,13,50,0.20
2021,29,13,55,1.31
2021,29,14,0,0.37
2021,29,14,5,0.30
2021,29,14,10,0.42
2021,29,14,15,0.83
2021,29,14,20,0.15
2021,29,14,25,0.05
2021,29,14,30,0.28
2021,29,14,35,1.89
2021,29,14,40,0.57
2021,29,14,45,0.07
2021,29,14,50,-0.84
2021,29,14,55,-2.09
2021,29,15,0,-1.52
2021,29,15,5,-1.16
2021,29,15,10,-1.55
2021,29,15,15,-1.28
2021,29,15,20,-1.57
2021,29,15,25,-1.88
2021,29,15,30,-1.49
2021,29,15,35,-1.09
2021,29,15,40,-1.16
2021,29,15,45,-1.62
2021,29,15,50,-2.33
2021,29,15,55,-1.55
2021,29,16,0,-1.37
2021,29,16,5,-2.16
2021,29,16,10,-2.07
2021,29,16,15,-2.52
2021,29,16,20,-2.43
2021,29,16,25,-1.31
2021,29,16,30,-0.97
2021,29,16,35,-0.53
2021,29,16,40,-0.72
2021,29,16,45,-1.22
2021,29,16,50,-0.50
2021,29,16,55,0.04
2021,29,17,0,-1.40
2021,29,17,5,-1.43
2021,29,17,10,-1.31
2021,29,17,15,-2.10
2021,29,17,20,-2.69
2021,29,17,25,-2.80
2021,29,17,30,-2.75
2021,29,17,35,-2.09
2021,29,17,40,-1.46
2021,29,17,45,-1.39
2021,29,17,50,-1.02
2021,29,17,55,-1.07
2021,29,18,0,-1.03
2021,29,18,5,-0.76
2021,29,18,10,-0.74
2021,29,18,15,-1.03
2021,29,18,20,-1.71
2021,29,18,25,-2.14
2021,29,18,30,-1.90
2021,29,18,35,-1.92
2021,29,18,40,-2.42
2021,29,18,45,-2.55
2021,29,18,50,-2.44
2021,29,18,55,-1.18
2021,29,19,0,0.29
2021,29,19,5,-0.14
2021,29,19,10,-0.21
2021,29,19,15,0.37
2021,29,19,20,0.41
2021,29,19,25,-0.23
2021,29,19,30,0.40
2021,29,19,35,0.58
2021,29,19,40,0.56
2021,29,19,45,0.87
2021,29,19,50,0.05
2021,29,19,55,-0.63
2021,29,20,0,1.06
2021,29,20,5,1.60
2021,29,20,10,1.23
2021,29,20,15,0.19
2021,29,20,20,-1.17
2021,29,20,25,-2.11
2021,29,20,30,-2.09
2021,29,20,35,-1.45
2021,29,20,40,-1.47
2021,29,20,45,-1.80
2021,29,20,50,-0.92
2021,29,20,55,-0.48
2021,29,21,0,-1.15
2021,29,21,5,-0.84
2021,29,21,10,-0.94
2021,29,21,15,-0.87
2021,29,21,20,-0.81
2021,29,21,25,-0.87
2021,29,21,30,-0.17
2021,29,21,35,-0.15
2021,29,21,40,0.36
2021,29,21,45,0.87
2021,29,21,50,1.39
2021,29,21,55,1.43
2021,29,22,0,1.18
2021,29,22,5,0.98
2021,29,22,10,0.34
2021,29,22,15,0.16
2021,29,22,20,1.94
2021,29,22,25,1.73
2021,29,22,30,0.83
2021,29,22,35,1.65
2021,29,22,40,0.95
2021,29,22,45,2.41
2021,29,22,50,2.57
2021,29,22,55,2.60
2021,29,23,0,2.48
2021,29,23,5,2.03
2021,29,23,10,1.93
2021,29,23,15,1.87
2021,29,23,20,2.47
2021,29,23,25,2.55
2021,29,23,30,2.61
2021,29,23,35,2.46
2021,29,23,40,2.31
2021,29,23,45,2.60
2021,29,23,50,2.52
2021,29,23,55,1.89
2021,30,0,0,-0.10
2021,30,0,5,-1.26
2021,30,0,10,0.51
2021,30,0,15,1.87
2021,30,0,20,1.89
2021,30,0,25,2.49
2021,30,0,30,2.76
2021,30,0,35,2.84
2021,30,0,40,3.04
2021,30,0,45,2.98
2021,30,0,50,3.04
2021,30,0,55,3.33
2021,30,1,0,3.54
2021,30,1,5,3.62
2021,30,1,10,3.54
2021,30,1,15,3.56
2021,30,1,20,3.78
2021,30,1,25,3.92
2021,30,1,30,3.98
2021,30,1,35,4.04
2021,30,1,40,4.09
2021,30,1,45,4.10
2021,30,1,50,4.10
2021,30,1,55,4.06
2021,30,2,0,4.00
2021,30,2,5,3.78
2021,30,2,10,3.64
2021,30,2,15,2.50
2021,30,2,20,3.11
2021,30,2,25,2.93
2021,30,2,30,1.66
2021,30,2,35,1.24
2021,30,2,40,1.38
2021,30,2,45,0.76
2021,30,2,50,1.76
2021,30,2,55,1.84
2021,30,3,0,0.82
2021,30,3,5,-0.33
2021,30,3,10,-0.11
2021,30,3,15,1.56
2021,30,3,20,1.97
2021,30,3,25,1.90
2021,30,3,30,1.44
2021,30,3,35,1.70
2021,30,3,40,1.81
2021,30,3,45,1.82
2021,30,3,50,1.64
2021,30,3,55,1.72
2021,30,4,0,1.88
2021,30,4,5,1.85
2021,30,4,10,2.13
2021,30,4,15,2.13
2021,30,4,20,1.17
2021,30,4,25,0.47
2021,30,4,30,0.29
2021,30,4,35,0.42
2021,30,4,40,0.70
2021,30,4,45,0.23
2021,30,4,50,-0.96
2021,30,4,55,-0.61
2021,30,5,0,-0.03
2021,30,5,5,-0.24
2021,30,5,10,0.30
2021,30,5,15,1.65
2021,30,5,20,1.76
2021,30,5,25,2.03
2021,30,5,30,1.10
2021,30,5,35,1.01
2021,30,5,40,0.67
2021,30,5,45,1.04
2021,30,5,50,1.16
2021,30,5,55,1.41
2021,30,6,0,1.31
2021,30,6,5,0.57
2021,30,6,10,-0.34
2021,30,6,15,-0.15
2021,30,6,20,-0.28
2021,30,6,25,1.47
2021,30,6,30,1.32
2021,30,6,35,1.23
2021,30,6,40,0.74
2021,30,6,45,0.54
2021,30,6,50,0.38
2021,30,6,55,0.42
2021,30,7,0,0.75
2021,30,7,5,-0.10
2021,30,7,10,-0.06
2021,30,7,15,0.04
2021,30,7,20,0.05
2021,30,7,25,0.02
2021,30,7,30,0.11
2021,30,7,35,0.07
2021,30,7,40,0.61
2021,30,7,45,0.76
2021,30,7,50,0.95
2021,30,7,55,1.16
2021,30,8,0,1.45
2021,30,8,5,0.59
2021,30,8,10,0.97
2021,30,8,15,1.93
2021,30,8,20,1.77
2021,30,8,25,1.85
2021,30,8,30,1.69
2021,30,8,35,1.77
2021,30,8,40,1.74
2021,30,8,45,1.67
2021,30,8,50,1.11
2021,30,8,55,0.84
2021,30,9,0,-0.65
2021,30,9,5,-3.03
2021,30,9,10,-2.64
2021,30,9,15,-2.89
2021,30,9,20,-2.70
2021,30,9,25,-2.63
2021,30,9,30,-2.49
2021,30,9,35,-2.11
2021,30,9,40,-1.76
2021,30,9,45,-1.45
2021,30,9,50,-1.46
2021,30,9,55,-1.41
2021,30,10,0,-1.42
2021,30,10,5,-1.60
2021,30,10,10,-1.26
2021,30,10,15,-1.50
2021,30,10,20,-1.63
2021,30,10,25,-1.46
2021,30,10,30,-1.41
2021,30,10,35,-1.19
2021,30,10,40,-1.45
2021,30,10,45,-1.22
2021,30,10,50,-1.14
2021,30,10,55,-0.86
2021,30,11,0,-0.88
2021,30,11,5,-0.70
2021,30,11,10,-0.78
2021,30,11,15,-0.46
2021,30,11,20,-0.52
2021,30,11,25,-0.39
2021,30,11,30,-0.46
2021,30,11,35,-0.89
2021,30,11,40,-0.66
2021,30,11,45,-1.43
2021,30,11,50,-1.13
2021,30,11,55,-1.08
2021,30,12,0,-1.10
2021,30,12,5,-2.10
2021,30,12,10,0.08
2021,30,12,15,-1.17
2021,30,12,20,-1.66
2021,30,12,25,-1.85
2021,30,12,30,-1.83
2021,30,12,35,-1.52
2021,30,12,40,-1.61
2021,30,12,45,-1.37
2021,30,12,50,-1.33
2021,30,12,55,-0.77
2021,30,13,0,0.30
2021,30,13,5,0.31
2021,30,13,10,1.06
2021,30,13,15,-0.21
2021,30,13,20,1.09
2021,30,13,25,0.57
2021,30,13,30,0.79
2021,30,13,35,0.99
2021,30,13,40,1.30
2021,30,13,45,0.98
2021,30,13,50,0.66
2021,30,13,55,1.17
2021,30,14,0,1.11
2021,30,14,5,0.90
2021,30,14,10,1.38
2021,30,14,15,1.79
2021,30,14,20,-0.12
2021,30,14,25,1.37
2021,30,14,30,0.14
2021,30,14,35,0.88
2021,30,14,40,-0.24
2021,30,14,45,-1.55
2021,30,14,50,-1.74
2021,30,14,55,-2.18
2021,30,15,0,-2.17
2021,30,15,5,-1.51
2021,30,15,10,-2.09
2021,30,15,15,-1.65
2021,30,15,20,-1.37
2021,30,15,25,-2.18
2021,30,15,30,-2.00
2021,30,15,35,-0.74
2021,30,15,40,-0.25
2021,30,15,45,-0.59
2021,30,15,50,-1.06
2021,30,15,55,-1.43
2021,30,16,0,-1.73
2021,30,16,5,-1.49
2021,30,16,10,-1.57
2021,30,16,15,-1.50
2021,30,16,20,-0.91
2021,30,16,25,-1.01
2021,30,16,30,-1.60
2021,30,16,35,-1.88
2021,30,16,40,-1.57
2021,30,16,45,0.23
2021,30,16,50,0.37
2021,30,16,55,0.99
2021,30,17,0,1.25
2021,30,17,5,1.46
2021,30,17,10,1.38
2021,30,17,15,1.25
2021,30,17,20,1.16
2021,30,17,25,1.32
2021,30,17,30,1.64
2021,30,17,35,1.18
2021,30,17,40,1.44
2021,30,17,45,-0.07
2021,30,17,50,0.08
2021,30,17,55,0.17
2021,30,18,0,0.25
2021,30,18,5,0.70
2021,30,18,10,0.95
2021,30,18,15,1.19
2021,30,18,20,1.17
2021,30,18,25,1.48
2021,30,18,30,0.74
2021,30,18,35,-0.27
2021,30,18,40,1.34
2021,30,18,45,2.57
2021,30,18,50,2.62
2021,30,18,55,2.22
2021,30,19,0,2.05
2021,30,19,5,2.19
2021,30,19,10,2.42
2021,30,19,15,0.89
2021,30,19,20,0.92
2021,30,19,25,1.12
2021,30,19,30,1.02
2021,30,19,35,1.02
2021,30,19,40,1.12
2021,30,19,45,0.95
2021,30,19,50,0.92
2021,30,19,55,0.47
2021,30,20,0,0.56
2021,30,20,5,0.53
2021,30,20,10,0.40
2021,30,20,15,-0.31
2021,30,20,20,-0.28
2021,30,20,25,-0.19
2021,30,20,30,-0.26
2021,30,20,35,-0.42
2021,30,20,40,-0.48
2021,30,20,45,-0.63
2021,30,20,50,-0.38
2021,30,20,55,-0.01
2021,30,21,0,0.25
2021,30,21,5,0.41
2021,30,21,10,0.46
2021,30,21,15,0.10
2021,30,21,20,-0.57
2021,30,21,25,-0.66
2021,30,21,30,-0.63
2021,30,21,35,-0.36
2021,30,21,40,-0.37
2021,30,21,45,0.33
2021,30,21,50,0.30
2021,30,21,55,0.61
2021,30,22,0,0.43
2021,30,22,5,0.56
2021,30,22,10,0.59
2021,30,22,15,0.68
2021,30,22,20,0.89
2021,30,22,25,0.76
2021,30,22,30,1.07
2021,30,22,35,1.62
2021,30,22,40,1.77
2021,30,22,45,1.85
2021,30,22,50,1.57
2021,30,22,55,1.05
2021,30,23,0,0.31
2021,30,23,5,-0.02
2021,30,23,10,-0.24
2021,30,23,15,-0.32
2021,30,23,20,-0.69
2021,30,23,25,-0.78
2021,30,23,30,-0.47
2021,30,23,35,-0.14
2021,30,23,40,-0.17
2021,30,23,45,-0.25
2021,30,23,50,-0.48
2021,30,23,55,-0.62
2021,31,0,0,-0.23
2021,31,0,5,-0.16
2021,31,0,10,0.30
2021,31,0,15,0.07
2021,31,0,20,0.21
2021,31,0,25,-0.23
2021,31,0,30,-0.41
2021,31,0,35,-0.55
2021,31,0,40,-0.63
2021,31,0,45,-0.45
2021,31,0,50,-0.15
2021,31,0,55,0.14
2021,31,1,0,0.10
2021,31,1,5,0.17
2021,31,1,10,0.18
2021,31,1,15,0.65
2021,31,1,20,1.98
2021,31,1,25,2.00
2021,31,1,30,1.27
2021,31,1,35,1.55
2021,31,1,40,1.31
2021,31,1,45,0.77
2021,31,1,50,0.55
2021,31,1,55,0.70
2021,31,2,0,1.26
2021,31,2,5,1.36
2021,31,2,10,1.56
2021,31,2,15,1.86
2021,31,2,20,1.82
2021,31,2,25,1.59
2021,31,2,30,1.09
2021,31,2,35,0.92
2021,31,2,40,1.23
2021,31,2,45,1.26
2021,31,2,50,1.35
2021,31,2,55,1.45
2021,31,3,0,1.35
2021,31,3,5,1.54
2021,31,3,10,1.50
2021,31,3,15,1.24
2021,31,3,20,1.01
2021,31,3,25,1.00
2021,31,3,30,1.20
2021,31,3,35,0.86
2021,31,3,40,0.64
2021,31,3,45,-0.03
2021,31,3,50,-0.02
2021,31,3,55,-0.06
2021,31,4,0,-0.11
2021,31,4,5,0.55
2021,31,4,10,0.33
2021,31,4,15,-0.08
2021,31,4,20,-0.38
2021,31,4,25,-0.28
2021,31,4,30,-0.22
2021,31,4,35,-0.14
2021,31,4,40,-0.01
2021,31,4,45,0.27
2021,31,4,50,0.27
2021,31,4,55,-0.06
2021,31,5,0,0.00
2021,31,5,5,0.04
2021,31,5,10,-0.11
2021,31,5,15,-0.18
2021,31,5,20,-0.05
2021,31,5,25,0.09
2021,31,5,30,0.63
2021,31,5,35,0.45
2021,31,5,40,0.74
2021,31,5,45,0.83
2021,31,5,50,0.85
2021,31,5,55,0.77
2021,31,6,0,0.65
2021,31,6,5,0.73
2021,31,6,10,0.85
2021,31,6,15,0.67
2021,31,6,20,0.96
2021,31,6,25,-0.04
2021,31,6,30,0.03
2021,31,6,35,-0.10
2021,31,6,40,0.13
2021,31,6,45,0.04
2021,31,6,50,0.04
2021,31,6,55,0.17
2021,31,7,0,0.18
2021,31,7,5,0.32
2021,31,7,10,0.38
2021,31,7,15,0.34
2021,31,7,20,0.37
2021,31,7,25,0.19
2021,31,7,30,0.16
2021,31,7,35,0.15
2021,31,7,40,0.19
2021,31,7,45,0.07
2021,31,7,50,-0.05
2021,31,7,55,-0.55
2021,31,8,0,-0.76
2021,31,8,5,-0.89
2021,31,8,10,-0.96
2021,31,8,15,-1.01
2021,31,8,20,-0.93
2021,31,8,25,-0.91
2021,31,8,30,-0.75
2021,31,8,35,-1.23
2021,31,8,40,-1.24
2021,31,8,45,-1.25
2021,31,8,50,-1.32
2021,31,8,55,-0.98
2021,31,9,0,-1.40
2021,31,9,5,-1.35
2021,31,9,10,-1.14
2021,31,9,15,-1.64
2021,31,9,20,-1.75
2021,31,9,25,-1.88
2021,31,9,30,-1.96
2021,31,9,35,-2.02
2021,31,9,40,-2.01
2021,31,9,45,-2.15
2021,31,9,50,-2.30
2021,31,9,55,-2.56
2021,31,10,0,-2.71
2021,31,10,5,-2.36
2021,31,10,10,-0.46
2021,31,10,15,-0.47
2021,31,10,20,-0.43
2021,31,10,25,-0.35
2021,31,10,30,-0.42
2021,31,10,35,-0.55
2021,31,10,40,-0.65
2021,31,10,45,-0.70
2021,31,10,50,-0.98
2021,31,10,55,-0.61
2021,31,11,0,-0.71
2021,31,11,5,-0.93
2021,31,11,10,-1.02
2021,31,11,15,-0.99
2021,31,11,20,-1.16
2021,31,11,25,-0.78
2021,31,11,30,-1.04
2021,31,11,35,-1.24
2021,31,11,40,-1.01
2021,31,11,45,-1.32
2021,31,11,50,-2.03
2021,31,11,55,-1.84
2021,31,12,0,-1.56
2021,31,12,5,-1.54
2021,31,12,10,-1.27
2021,31,12,15,-1.02
2021,31,12,20,-0.84
2021,31,12,25,-0.83
2021,31,12,30,-1.23
2021,31,12,35,-1.14
2021,31,12,40,-1.16
2021,31,12,45,-1.07
2021,31,12,50,-0.99
2021,31,12,55,-1.14
2021,31,13,0,-1.37
2021,31,13,5,-1.38
2021,31,13,10,-1.37
2021,31,13,15,-1.32
2021,31,13,20,-1.38
2021,31,13,25,-1.14
2021,31,13,30,-1.02
2021,31,13,35,-1.20
2021,31,13,40,-1.12
2021,31,13,45,-1.09
2021,31,13,50,-1.43
2021,31,13,55,-1.33
2021,31,14,0,-1.38
2021,31,14,5,-1.33
2021,31,14,10,-1.38
2021,31,14,15,-1.61
2021,31,14,20,-1.76
2021,31,14,25,-1.84
2021,31,14,30,-1.85
2021,31,14,35,-1.89
2021,31,14,40,-1.56
2021,31,14,45,-1.37
2021,31,14,50,-1.39
2021,31,14,55,-1.20
2021,31,15,0,-1.04
2021,31,15,5,-0.77
2021,31,15,10,-1.11
2021,31,15,15,-1.22
2021,31,15,20,-1.25
2021,31,15,25,-1.31
2021,31,15,30,-1.32
2021,31,15,35,-1.31
2021,31,15,40,-1.38
2021,31,15,45,-1.31
2021,31,15,50,-0.49
2021,31,15,55,-0.43
2021,31,16,0,-1.02
2021,31,16,5,-1.15
2021,31,16,10,-1.53
2021,31,16,15,-1.53
2021,31,16,20,-1.56
2021,31,16,25,-1.35
2021,31,16,30,-1.27
2021,31,16,35,-1.27
2021,31,16,40,-1.25
2021,31,16,45,-1.34
2021,31,16,50,-1.68
2021,31,16,55,-1.88
2021,31,17,0,-1.81
2021,31,17,5,-1.82
2021,31,17,10,-1.94
2021,31,17,15,-1.76
2021,31,17,20,-1.55
2021,31,17,25,-1.60
2021,31,17,30,-1.96
2021,31,17,35,-2.05
2021,31,17,40,-1.89
2021,31,17,45,-2.15
2021,31,17,50,-2.09
2021,31,17,55,-2.27
2021,31,18,0,-2.30
2021,31,18,5,-0.51
2021,31,18,10,-1.56
2021,31,18,15,-1.10
2021,31,18,20,-1.73
2021,31,18,25,-1.99
2021,31,18,30,-1.89
2021,31,18,35,-1.94
2021,31,18,40,-1.86
2021,31,18,45,-1.63
2021,31,18,50,-1.66
2021,31,18,55,-1.40
2021,31,19,0,-1.52
2021,31,19,5,-1.49
2021,31,19,10,-1.59
2021,31,19,15,-1.47
2021,31,19,20,-1.08
2021,31,19,25,-1.39
2021,31,19,30,-1.65
2021,31,19,35,-2.29
2021,31,19,40,-2.10
2021,31,19,45,-1.20
2021,31,19,50,-1.78
