Year,Day,Hour,Minute,Bx GSE-GSM(nT)
2021,14,2,0,-3.54
2021,14,2,5,-3.41
2021,14,2,10,-2.90
2021,14,2,15,-2.50
2021,14,2,20,-2.65
2021,14,2,25,-3.00
2021,14,2,30,-2.12
2021,14,2,35,-1.59
2021,14,2,40,-1.83
2021,14,2,45,-2.61
2021,14,2,50,-2.11
2021,14,2,55,-1.83
2021,14,3,0,-1.80
2021,14,3,5,-1.03
2021,14,3,10,-0.98
2021,14,3,15,-0.77
2021,14,3,20,-1.06
2021,14,3,25,-0.76
2021,14,3,30,-0.02
2021,14,3,35,1.24
2021,14,3,40,1.10
2021,14,3,45,0.53
2021,14,3,50,-0.47
2021,14,3,55,0.21
2021,14,4,0,-1.26
2021,14,4,5,-1.30
2021,14,4,10,-3.65
2021,14,4,15,-3.99
2021,14,4,20,-4.05
2021,14,4,25,-4.04
2021,14,4,30,-3.97
2021,14,4,35,-3.99
2021,14,4,40,-3.87
2021,14,4,45,-3.88
2021,14,4,50,-3.93
2021,14,4,55,-3.98
2021,14,5,0,-4.21
2021,14,5,5,-4.31
2021,14,5,10,-4.34
2021,14,5,15,-4.34
2021,14,5,20,-4.18
2021,14,5,25,-4.16
2021,14,5,30,-4.06
2021,14,5,35,-4.16
2021,14,5,40,-4.19
2021,14,5,45,-3.99
2021,14,5,50,-4.26
2021,14,5,55,-4.35
2021,14,6,0,-4.34
2021,14,6,5,-4.20
2021,14,6,10,-4.16
2021,14,6,15,-3.96
2021,14,6,20,-3.94
2021,14,6,25,-4.33
2021,14,6,30,-4.48
2021,14,6,35,-4.44
2021,14,6,40,-4.46
2021,14,6,45,-4.13
2021,14,6,50,-3.92
2021,14,6,55,-3.93
2021,14,7,0,-3.85
2021,14,7,5,-3.88
2021,14,7,10,-3.73
2021,14,7,15,-3.41
2021,14,7,20,-3.40
2021,14,7,25,-3.50
2021,14,7,30,-3.50
2021,14,7,35,-3.50
2021,14,7,40,-3.43
2021,14,7,45,-3.47
2021,14,7,50,-3.43
2021,14,7,55,-3.41
2021,14,8,0,-3.52
2021,14,8,5,-3.60
2021,14,8,10,-3.61
2021,14,8,15,-3.58
2021,14,8,20,-3.59
2021,14,8,25,-3.47
2021,14,8,30,-3.48
2021,14,8,35,-3.52
2021,14,8,40,-3.51
2021,14,8,45,-3.46
2021,14,8,50,-3.52
2021,14,8,55,-3.72
2021,14,9,0,-3.62
2021,14,9,5,-3.74
2021,14,9,10,-3.70
2021,14,9,15,-3.91
2021,14,9,20,-3.98
2021,14,9,25,-3.77
2021,14,9,30,-3.82
2021,14,9,35,-3.54
2021,14,9,40,9999.99
2021,14,9,45,9999.99
2021,14,9,50,9999.99
2021,14,9,55,9999.99
2021,14,10,0,9999.99
2021,14,10,5,9999.99
2021,14,10,10,9999.99
2021,14,10,15,9999.99
2021,14,10,20,9999.99
2021,14,10,25,9999.99
2021,14,10,30,9999.99
2021,14,10,35,9999.99
2021,14,10,40,9999.99
2021,14,10,45,9999.99
2021,14,10,50,9999.99
2021,14,10,55,9999.99
2021,14,11,0,9999.99
2021,14,11,5,9999.99
2021,14,11,10,9999.99
2021,14,11,15,9999.99
2021,14,11,20,9999.99
2021,14,11,25,9999.99
2021,14,11,30,9999.99
2021,14,11,35,9999.99
2021,14,11,40,9999.99
2021,14,11,45,9999.99
2021,14,11,50,9999.99
2021,14,11,55,9999.99
2021,14,12,0,9999.99
2021,14,12,5,9999.99
2021,14,12,10,9999.99
2021,14,12,15,9999.99
2021,14,12,20,9999.99
2021,14,12,25,9999.99
2021,14,12,30,9999.99
2021,14,12,35,9999.99
2021,14,12,40,9999.99
2021,14,12,45,9999.99
2021,14,12,50,9999.99
2021,14,12,55,9999.99
2021,14,13,0,9999.99
2021,14,13,5,9999.99
2021,14,13,10,9999.99
2021,14,13,15,9999.99
2021,14,13,20,9999.99
2021,14,13,25,9999.99
2021,14,13,30,9999.99
2021,14,13,35,9999.99
2021,14,13,40,9999.99
2021,14,13,45,9999.99
2021,14,13,50,9999.99
2021,14,13,55,9999.99
2021,14,14,0,9999.99
2021,14,14,5,9999.99
2021,14,14,10,9999.99
2021,14,14,15,9999.99
2021,14,14,20,9999.99
2021,14,14,25,9999.99
2021,14,14,30,9999.99
2021,14,14,35,9999.99
2021,14,14,40,9999.99
2021,14,14,45,9999.99
2021,14,14,50,9999.99
2021,14,14,55,9999.99
2021,14,15,0,9999.99
2021,14,15,5,9999.99
2021,14,15,10,9999.99
2021,14,15,15,9999.99
2021,14,15,20,9999.99
2021,14,15,25,9999.99
2021,14,15,30,9999.99
2021,14,15,35,9999.99
2021,14,15,40,9999.99
2021,14,15,45,9999.99
2021,14,15,50,9999.99
2021,14,15,55,9999.99
2021,14,16,0,9999.99
2021,14,16,5,9999.99
2021,14,16,10,9999.99
2021,14,16,15,9999.99
2021,14,16,20,9999.99
2021,14,16,25,9999.99
2021,14,16,30,9999.99
2021,14,16,35,9999.99
2021,14,16,40,9999.99
2021,14,16,45,9999.99
2021,14,16,50,9999.99
2021,14,16,55,9999.99
2021,14,17,0,9999.99
2021,14,17,5,9999.99
2021,14,17,10,9999.99
2021,14,17,15,9999.99
2021,14,17,20,-3.83
2021,14,17,25,-4.01
2021,14,17,30,-4.08
2021,14,17,35,-4.14
2021,14,17,40,-4.27
2021,14,17,45,-4.34
2021,14,17,50,-4.46
2021,14,17,55,-4.35
2021,14,18,0,-4.46
2021,14,18,5,-4.45
2021,14,18,10,-4.41
2021,14,18,15,-4.62
2021,14,18,20,-4.35
2021,14,18,25,-4.29
2021,14,18,30,-4.16
2021,14,18,35,-3.63
2021,14,18,40,-3.28
2021,14,18,45,-2.43
2021,14,18,50,-2.39
2021,14,18,55,-1.84
2021,14,19,0,-0.83
2021,14,19,5,-0.38
2021,14,19,10,-0.87
2021,14,19,15,-3.44
2021,14,19,20,-3.81
2021,14,19,25,-4.23
2021,14,19,30,-4.24
2021,14,19,35,-4.23
2021,14,19,40,-4.29
2021,14,19,45,-4.18
2021,14,19,50,-3.90
2021,14,19,55,-3.71
2021,14,20,0,-3.82
2021,14,20,5,-3.77
2021,14,20,10,-3.85
2021,14,20,15,-3.88
2021,14,20,20,-3.89
2021,14,20,25,-3.89
2021,14,20,30,-3.61
2021,14,20,35,-2.75
2021,14,20,40,-3.10
2021,14,20,45,-2.70
2021,14,20,50,-2.93
2021,14,20,55,-1.08
2021,14,21,0,-0.67
2021,14,21,5,-0.62
2021,14,21,10,1.15
2021,14,21,15,-0.32
2021,14,21,20,-0.67
2021,14,21,25,-0.50
2021,14,21,30,-0.27
2021,14,21,35,0.12
2021,14,21,40,0.67
2021,14,21,45,0.85
2021,14,21,50,1.47
2021,14,21,55,1.18
2021,14,22,0,1.73
2021,14,22,5,1.20
2021,14,22,10,0.39
2021,14,22,15,1.09
2021,14,22,20,1.34
2021,14,22,25,1.49
2021,14,22,30,2.03
2021,14,22,35,2.62
2021,14,22,40,2.07
2021,14,22,45,1.53
2021,14,22,50,1.05
2021,14,22,55,0.50
2021,14,23,0,0.25
2021,14,23,5,-0.82
2021,14,23,10,-0.87
2021,14,23,15,-1.09
2021,14,23,20,-1.21
2021,14,23,25,9999.99
2021,14,23,30,-1.30
2021,14,23,35,-1.36
2021,14,23,40,-1.32
2021,14,23,45,-1.76
2021,14,23,50,-2.18
2021,14,23,55,-2.30
2021,15,0,0,-2.43
2021,15,0,5,-2.37
2021,15,0,10,-2.89
2021,15,0,15,-2.70
2021,15,0,20,-2.40
2021,15,0,25,-2.17
2021,15,0,30,-1.81
2021,15,0,35,-1.93
2021,15,0,40,-1.76
2021,15,0,45,-2.10
2021,15,0,50,-2.55
2021,15,0,55,-2.18
2021,15,1,0,-2.29
2021,15,1,5,-2.29
2021,15,1,10,-2.46
2021,15,1,15,-2.29
2021,15,1,20,-2.22
2021,15,1,25,-1.62
2021,15,1,30,-1.15
2021,15,1,35,-1.00
2021,15,1,40,-0.75
2021,15,1,45,-0.82
2021,15,1,50,-0.81
2021,15,1,55,-0.75
2021,15,2,0,-0.91
2021,15,2,5,-0.92
2021,15,2,10,-0.95
2021,15,2,15,-0.85
2021,15,2,20,-0.80
2021,15,2,25,-0.92
2021,15,2,30,-1.02
2021,15,2,35,-1.15
2021,15,2,40,-1.07
2021,15,2,45,-0.88
2021,15,2,50,-0.64
2021,15,2,55,-0.53
2021,15,3,0,-0.55
2021,15,3,5,-0.65
2021,15,3,10,-0.73
2021,15,3,15,-0.66
2021,15,3,20,-0.45
2021,15,3,25,-0.42
2021,15,3,30,-0.39
2021,15,3,35,-0.29
2021,15,3,40,-0.24
2021,15,3,45,-0.17
2021,15,3,50,0.05
2021,15,3,55,-0.07
2021,15,4,0,-0.18
2021,15,4,5,-0.44
2021,15,4,10,-0.20
2021,15,4,15,-0.19
2021,15,4,20,0.08
2021,15,4,25,0.26
2021,15,4,30,0.36
2021,15,4,35,0.20
2021,15,4,40,0.51
2021,15,4,45,0.58
2021,15,4,50,0.68
2021,15,4,55,0.72
2021,15,5,0,0.39
2021,15,5,5,0.84
2021,15,5,10,0.58
2021,15,5,15,0.96
2021,15,5,20,0.92
2021,15,5,25,1.24
2021,15,5,30,1.14
2021,15,5,35,1.24
2021,15,5,40,1.26
2021,15,5,45,0.34
2021,15,5,50,0.44
2021,15,5,55,0.49
2021,15,6,0,0.43
2021,15,6,5,0.42
2021,15,6,10,0.58
2021,15,6,15,0.48
2021,15,6,20,0.61
2021,15,6,25,0.97
2021,15,6,30,0.90
2021,15,6,35,1.35
2021,15,6,40,1.07
2021,15,6,45,1.04
2021,15,6,50,1.18
2021,15,6,55,1.60
2021,15,7,0,1.81
2021,15,7,5,1.76
2021,15,7,10,1.79
2021,15,7,15,1.77
2021,15,7,20,1.85
2021,15,7,25,1.87
2021,15,7,30,1.87
2021,15,7,35,1.87
2021,15,7,40,1.89
2021,15,7,45,1.73
2021,15,7,50,1.82
2021,15,7,55,1.78
2021,15,8,0,1.73
2021,15,8,5,1.65
2021,15,8,10,1.69
2021,15,8,15,1.76
2021,15,8,20,1.72
2021,15,8,25,1.65
2021,15,8,30,1.69
2021,15,8,35,1.66
2021,15,8,40,1.66
2021,15,8,45,1.47
2021,15,8,50,1.45
2021,15,8,55,1.55
2021,15,9,0,1.97
2021,15,9,5,2.14
2021,15,9,10,2.11
2021,15,9,15,2.21
2021,15,9,20,2.18
2021,15,9,25,2.12
2021,15,9,30,2.03
2021,15,9,35,1.85
2021,15,9,40,1.84
2021,15,9,45,1.82
2021,15,9,50,1.65
2021,15,9,55,1.55
2021,15,10,0,1.57
2021,15,10,5,1.46
2021,15,10,10,1.62
2021,15,10,15,1.41
2021,15,10,20,1.66
2021,15,10,25,1.46
2021,15,10,30,1.57
2021,15,10,35,1.57
2021,15,10,40,1.17
2021,15,10,45,1.01
2021,15,10,50,1.01
2021,15,10,55,0.97
2021,15,11,0,1.05
2021,15,11,5,0.90
2021,15,11,10,0.78
2021,15,11,15,0.78
2021,15,11,20,1.32
2021,15,11,25,1.28
2021,15,11,30,1.38
2021,15,11,35,1.19
2021,15,11,40,1.03
2021,15,11,45,1.04
2021,15,11,50,1.02
2021,15,11,55,1.08
2021,15,12,0,0.99
2021,15,12,5,0.79
2021,15,12,10,0.76
2021,15,12,15,0.71
2021,15,12,20,0.90
2021,15,12,25,0.76
2021,15,12,30,0.64
2021,15,12,35,0.45
2021,15,12,40,0.80
2021,15,12,45,0.78
2021,15,12,50,0.91
2021,15,12,55,0.77
2021,15,13,0,1.08
2021,15,13,5,1.14
2021,15,13,10,1.14
2021,15,13,15,1.27
2021,15,13,20,0.89
2021,15,13,25,1.02
2021,15,13,30,0.93
2021,15,13,35,0.71
2021,15,13,40,0.47
2021,15,13,45,0.34
2021,15,13,50,0.37
2021,15,13,55,0.70
2021,15,14,0,0.87
2021,15,14,5,0.84
2021,15,14,10,0.58
2021,15,14,15,1.23
2021,15,14,20,1.55
2021,15,14,25,1.61
2021,15,14,30,1.62
2021,15,14,35,1.62
2021,15,14,40,2.01
2021,15,14,45,2.08
2021,15,14,50,1.73
2021,15,14,55,1.25
2021,15,15,0,1.02
2021,15,15,5,1.13
2021,15,15,10,1.54
2021,15,15,15,1.39
2021,15,15,20,1.59
2021,15,15,25,1.38
2021,15,15,30,1.47
2021,15,15,35,1.44
2021,15,15,40,1.45
2021,15,15,45,1.85
2021,15,15,50,1.63
2021,15,15,55,1.60
2021,15,16,0,1.41
2021,15,16,5,1.41
2021,15,16,10,1.18
2021,15,16,15,1.45
2021,15,16,20,1.62
2021,15,16,25,1.39
2021,15,16,30,1.39
2021,15,16,35,1.23
2021,15,16,40,1.16
2021,15,16,45,1.34
2021,15,16,50,1.62
2021,15,16,55,1.09
2021,15,17,0,1.41
2021,15,17,5,0.61
2021,15,17,10,0.66
2021,15,17,15,-0.19
2021,15,17,20,0.57
2021,15,17,25,0.72
2021,15,17,30,0.25
2021,15,17,35,-0.01
2021,15,17,40,-1.05
2021,15,17,45,-1.19
2021,15,17,50,-0.99
2021,15,17,55,-1.19
2021,15,18,0,-1.33
2021,15,18,5,-1.34
2021,15,18,10,-0.51
2021,15,18,15,-0.27
2021,15,18,20,-0.67
2021,15,18,25,-1.11
2021,15,18,30,-1.27
2021,15,18,35,-1.22
2021,15,18,40,-1.16
2021,15,18,45,-0.71
2021,15,18,50,0.91
2021,15,18,55,1.23
2021,15,19,0,1.64
2021,15,19,5,1.84
2021,15,19,10,1.78
2021,15,19,15,1.80
2021,15,19,20,2.03
2021,15,19,25,2.26
2021,15,19,30,2.37
2021,15,19,35,2.40
2021,15,19,40,2.20
2021,15,19,45,1.97
2021,15,19,50,2.02
2021,15,19,55,1.84
2021,15,20,0,1.65
2021,15,20,5,1.76
2021,15,20,10,1.68
2021,15,20,15,1.34
2021,15,20,20,1.79
2021,15,20,25,2.18
2021,15,20,30,2.36
2021,15,20,35,2.40
2021,15,20,40,2.52
2021,15,20,45,2.90
2021,15,20,50,2.88
2021,15,20,55,2.89
2021,15,21,0,2.75
2021,15,21,5,2.75
2021,15,21,10,2.68
2021,15,21,15,2.70
2021,15,21,20,2.71
2021,15,21,25,2.68
2021,15,21,30,2.64
2021,15,21,35,2.52
2021,15,21,40,2.48
2021,15,21,45,2.47
2021,15,21,50,2.51
2021,15,21,55,2.48
2021,15,22,0,2.45
2021,15,22,5,2.46
2021,15,22,10,2.44
2021,15,22,15,2.32
2021,15,22,20,2.39
2021,15,22,25,2.46
2021,15,22,30,1.90
2021,15,22,35,1.96
2021,15,22,40,2.20
2021,15,22,45,2.02
2021,15,22,50,1.99
2021,15,22,55,1.65
2021,15,23,0,0.74
2021,15,23,5,1.08
2021,15,23,10,1.25
2021,15,23,15,1.27
2021,15,23,20,0.41
2021,15,23,25,0.32
2021,15,23,30,0.21
2021,15,23,35,0.37
2021,15,23,40,0.32
2021,15,23,45,0.36
2021,15,23,50,0.20
2021,15,23,55,0.36
2021,16,0,0,0.56
2021,16,0,5,0.54
2021,16,0,10,0.79
2021,16,0,15,1.05
2021,16,0,20,0.82
2021,16,0,25,0.67
2021,16,0,30,1.80
2021,16,0,35,1.66
2021,16,0,40,1.85
2021,16,0,45,2.06
2021,16,0,50,1.95
2021,16,0,55,2.06
2021,16,1,0,2.03
2021,16,1,5,2.31
2021,16,1,10,2.25
2021,16,1,15,2.29
2021,16,1,20,2.93
2021,16,1,25,3.24
2021,16,1,30,3.09
2021,16,1,35,2.72
2021,16,1,40,2.61
2021,16,1,45,2.73
2021,16,1,50,3.24
2021,16,1,55,3.01
2021,16,2,0,2.49
2021,16,2,5,2.16
2021,16,2,10,3.06
2021,16,2,15,3.09
2021,16,2,20,3.66
2021,16,2,25,3.87
2021,16,2,30,3.43
2021,16,2,35,3.60
2021,16,2,40,2.72
2021,16,2,45,0.50
2021,16,2,50,0.42
2021,16,2,55,0.31
2021,16,3,0,0.39
2021,16,3,5,0.53
2021,16,3,10,0.75
2021,16,3,15,0.77
2021,16,3,20,0.56
2021,16,3,25,0.71
2021,16,3,30,0.17
2021,16,3,35,-1.06
2021,16,3,40,-1.12
2021,16,3,45,-1.33
2021,16,3,50,-1.54
2021,16,3,55,-1.50
2021,16,4,0,-0.81
2021,16,4,5,-1.13
2021,16,4,10,-1.34
2021,16,4,15,0.48
2021,16,4,20,1.80
2021,16,4,25,0.39
2021,16,4,30,0.39
2021,16,4,35,1.98
2021,16,4,40,2.16
2021,16,4,45,2.35
2021,16,4,50,1.92
2021,16,4,55,2.34
2021,16,5,0,2.84
2021,16,5,5,2.99
2021,16,5,10,2.95
2021,16,5,15,2.84
2021,16,5,20,2.69
2021,16,5,25,2.26
2021,16,5,30,3.11
2021,16,5,35,2.99
2021,16,5,40,3.02
2021,16,5,45,3.13
2021,16,5,50,2.95
2021,16,5,55,2.70
2021,16,6,0,3.02
2021,16,6,5,2.73
2021,16,6,10,2.67
2021,16,6,15,2.69
2021,16,6,20,2.55
2021,16,6,25,2.51
2021,16,6,30,2.67
2021,16,6,35,2.55
2021,16,6,40,2.45
2021,16,6,45,2.39
2021,16,6,50,2.29
2021,16,6,55,1.93
2021,16,7,0,2.50
2021,16,7,5,2.45
2021,16,7,10,2.47
2021,16,7,15,2.24
2021,16,7,20,2.02
2021,16,7,25,1.99
2021,16,7,30,1.92
2021,16,7,35,2.16
2021,16,7,40,0.83
2021,16,7,45,1.43
2021,16,7,50,0.48
2021,16,7,55,0.45
2021,16,8,0,0.25
2021,16,8,5,0.45
2021,16,8,10,0.10
2021,16,8,15,0.28
2021,16,8,20,0.57
2021,16,8,25,0.26
2021,16,8,30,0.31
2021,16,8,35,0.22
2021,16,8,40,0.11
2021,16,8,45,0.20
2021,16,8,50,0.51
2021,16,8,55,0.51
2021,16,9,0,0.50
2021,16,9,5,0.51
2021,16,9,10,0.84
2021,16,9,15,1.73
2021,16,9,20,3.12
2021,16,9,25,3.38
2021,16,9,30,3.64
2021,16,9,35,3.49
2021,16,9,40,3.30
2021,16,9,45,2.75
2021,16,9,50,2.82
2021,16,9,55,3.22
2021,16,10,0,3.32
2021,16,10,5,2.78
2021,16,10,10,2.06
2021,16,10,15,1.98
2021,16,10,20,2.25
2021,16,10,25,0.65
2021,16,10,30,1.30
2021,16,10,35,2.00
2021,16,10,40,1.32
2021,16,10,45,1.04
2021,16,10,50,0.69
2021,16,10,55,-0.06
2021,16,11,0,0.00
2021,16,11,5,-1.00
2021,16,11,10,-1.23
2021,16,11,15,-0.70
2021,16,11,20,-0.59
2021,16,11,25,-0.55
2021,16,11,30,-0.26
2021,16,11,35,-0.57
2021,16,11,40,-0.88
2021,16,11,45,-0.40
2021,16,11,50,0.03
2021,16,11,55,0.05
2021,16,12,0,-0.76
2021,16,12,5,0.04
2021,16,12,10,0.66
2021,16,12,15,1.09
2021,16,12,20,1.22
2021,16,12,25,1.24
2021,16,12,30,0.81
2021,16,12,35,1.32
2021,16,12,40,1.55
2021,16,12,45,2.01
2021,16,12,50,0.03
2021,16,12,55,0.02
2021,16,13,0,0.02
2021,16,13,5,-0.03
2021,16,13,10,2.05
2021,16,13,15,1.94
2021,16,13,20,2.61
2021,16,13,25,2.31
2021,16,13,30,2.37
2021,16,13,35,2.64
2021,16,13,40,2.49
2021,16,13,45,0.13
2021,16,13,50,-0.90
2021,16,13,55,-1.83
2021,16,14,0,-3.14
2021,16,14,5,-0.49
2021,16,14,10,2.00
2021,16,14,15,0.58
2021,16,14,20,-0.08
2021,16,14,25,2.11
2021,16,14,30,1.78
2021,16,14,35,0.48
2021,16,14,40,-0.53
2021,16,14,45,-1.97
2021,16,14,50,0.28
2021,16,14,55,2.00
2021,16,15,0,0.14
2021,16,15,5,-0.21
2021,16,15,10,-0.05
2021,16,15,15,0.09
2021,16,15,20,-0.44
2021,16,15,25,-1.54
2021,16,15,30,-1.46
2021,16,15,35,-1.58
2021,16,15,40,-2.71
2021,16,15,45,-1.07
2021,16,15,50,-0.63
2021,16,15,55,-0.59
2021,16,16,0,0.01
2021,16,16,5,-0.33
2021,16,16,10,-0.64
2021,16,16,15,-0.60
2021,16,16,20,-0.49
2021,16,16,25,-0.77
2021,16,16,30,-0.80
2021,16,16,35,9999.99
2021,16,16,40,-0.46
2021,16,16,45,-0.57
2021,16,16,50,-0.45
2021,16,16,55,1.38
2021,16,17,0,1.59
2021,16,17,5,1.70
2021,16,17,10,1.74
2021,16,17,15,1.24
2021,16,17,20,1.12
2021,16,17,25,1.12
2021,16,17,30,1.63
2021,16,17,35,1.34
2021,16,17,40,1.35
2021,16,17,45,1.50
2021,16,17,50,1.14
2021,16,17,55,1.34
2021,16,18,0,1.35
2021,16,18,5,1.10
2021,16,18,10,0.97
2021,16,18,15,1.02
2021,16,18,20,1.02
2021,16,18,25,2.15
2021,16,18,30,1.83
2021,16,18,35,1.93
2021,16,18,40,1.96
2021,16,18,45,2.04
2021,16,18,50,2.02
2021,16,18,55,2.08
2021,16,19,0,2.08
2021,16,19,5,2.01
2021,16,19,10,1.97
2021,16,19,15,1.50
2021,16,19,20,1.43
2021,16,19,25,1.60
2021,16,19,30,1.78
2021,16,19,35,1.67
2021,16,19,40,1.43
2021,16,19,45,1.86
2021,16,19,50,1.11
2021,16,19,55,0.82
2021,16,20,0,1.19
2021,16,20,5,1.14
2021,16,20,10,1.24
2021,16,20,15,1.30
2021,16,20,20,1.24
2021,16,20,25,1.27
2021,16,20,30,0.90
2021,16,20,35,0.65
2021,16,20,40,0.62
2021,16,20,45,0.73
2021,16,20,50,0.78
2021,16,20,55,0.75
2021,16,21,0,0.87
2021,16,21,5,0.92
2021,16,21,10,0.94
2021,16,21,15,0.88
2021,16,21,20,1.00
2021,16,21,25,1.11
2021,16,21,30,1.12
2021,16,21,35,0.67
2021,16,21,40,0.58
2021,16,21,45,0.82
2021,16,21,50,0.93
2021,16,21,55,0.93
2021,16,22,0,0.96
2021,16,22,5,0.80
2021,16,22,10,1.13
2021,16,22,15,0.20
2021,16,22,20,1.09
2021,16,22,25,0.91
2021,16,22,30,0.36
2021,16,22,35,-1.29
2021,16,22,40,-2.72
2021,16,22,45,-2.84
2021,16,22,50,-0.08
2021,16,22,55,1.35
2021,16,23,0,2.77
2021,16,23,5,3.03
2021,16,23,10,3.31
2021,16,23,15,3.25
2021,16,23,20,3.01
2021,16,23,25,2.82
2021,16,23,30,2.85
2021,16,23,35,2.96
2021,16,23,40,2.65
2021,16,23,45,3.26
2021,16,23,50,3.90
2021,16,23,55,3.76
2021,17,0,0,3.73
2021,17,0,5,3.78
2021,17,0,10,3.65
2021,17,0,15,3.40
2021,17,0,20,3.25
2021,17,0,25,2.30
2021,17,0,30,2.24
2021,17,0,35,2.04
2021,17,0,40,2.03
2021,17,0,45,2.38
2021,17,0,50,2.66
2021,17,0,55,2.40
2021,17,1,0,2.35
2021,17,1,5,2.02
2021,17,1,10,1.24
2021,17,1,15,0.49
2021,17,1,20,-0.11
2021,17,1,25,-0.06
2021,17,1,30,-0.03
2021,17,1,35,-0.06
2021,17,1,40,-0.45
2021,17,1,45,-1.12
2021,17,1,50,-1.79
2021,17,1,55,-1.89
2021,17,2,0,-2.09
2021,17,2,5,-2.43
2021,17,2,10,-2.64
2021,17,2,15,-3.55
2021,17,2,20,-3.79
2021,17,2,25,-3.45
2021,17,2,30,-3.88
2021,17,2,35,-3.92
2021,17,2,40,-3.96
2021,17,2,45,-4.09
2021,17,2,50,-4.09
2021,17,2,55,-4.15
2021,17,3,0,-3.99
2021,17,3,5,-4.02
2021,17,3,10,-4.00
2021,17,3,15,-4.00
2021,17,3,20,-4.06
2021,17,3,25,-4.02
2021,17,3,30,-3.96
2021,17,3,35,-3.85
2021,17,3,40,-3.78
2021,17,3,45,-3.66
2021,17,3,50,-3.49
2021,17,3,55,-3.39
2021,17,4,0,-3.13
2021,17,4,5,-2.50
2021,17,4,10,-3.05
2021,17,4,15,-2.70
2021,17,4,20,-2.67
2021,17,4,25,-2.64
2021,17,4,30,-2.35
2021,17,4,35,-2.18
2021,17,4,40,-2.29
2021,17,4,45,-2.31
2021,17,4,50,-1.79
2021,17,4,55,-1.21
2021,17,5,0,-0.76
2021,17,5,5,-0.13
2021,17,5,10,-0.18
2021,17,5,15,-0.13
2021,17,5,20,-0.09
2021,17,5,25,-0.05
2021,17,5,30,0.15
2021,17,5,35,0.18
2021,17,5,40,0.13
2021,17,5,45,0.12
2021,17,5,50,-0.36
2021,17,5,55,-0.32
2021,17,6,0,0.03
2021,17,6,5,-0.14
2021,17,6,10,-0.03
2021,17,6,15,-0.08
2021,17,6,20,-0.07
2021,17,6,25,0.03
2021,17,6,30,0.10
2021,17,6,35,-0.13
2021,17,6,40,-0.03
2021,17,6,45,0.09
2021,17,6,50,0.10
2021,17,6,55,0.24
2021,17,7,0,0.31
2021,17,7,5,0.27
2021,17,7,10,0.26
2021,17,7,15,0.35
2021,17,7,20,0.43
2021,17,7,25,0.60
2021,17,7,30,0.63
2021,17,7,35,0.26
2021,17,7,40,0.23
2021,17,7,45,0.14
2021,17,7,50,0.24
2021,17,7,55,0.26
2021,17,8,0,0.23
2021,17,8,5,0.15
2021,17,8,10,0.14
2021,17,8,15,0.13
2021,17,8,20,-0.02
2021,17,8,25,0.18
2021,17,8,30,0.13
2021,17,8,35,0.17
2021,17,8,40,0.23
2021,17,8,45,0.28
2021,17,8,50,0.59
2021,17,8,55,0.49
2021,17,9,0,0.24
2021,17,9,5,0.52
2021,17,9,10,0.38
2021,17,9,15,0.81
2021,17,9,20,0.72
2021,17,9,25,0.45
2021,17,9,30,0.42
2021,17,9,35,0.41
2021,17,9,40,0.46
2021,17,9,45,0.48
2021,17,9,50,0.68
2021,17,9,55,0.70
2021,17,10,0,0.68
2021,17,10,5,0.72
2021,17,10,10,0.65
2021,17,10,15,0.53
2021,17,10,20,0.62
2021,17,10,25,0.55
2021,17,10,30,0.48
2021,17,10,35,0.43
2021,17,10,40,0.43
2021,17,10,45,0.43
2021,17,10,50,0.22
2021,17,10,55,0.43
2021,17,11,0,0.60
2021,17,11,5,0.07
2021,17,11,10,0.32
2021,17,11,15,0.18
2021,17,11,20,0.32
2021,17,11,25,0.02
2021,17,11,30,0.20
2021,17,11,35,0.39
2021,17,11,40,0.21
2021,17,11,45,0.13
2021,17,11,50,0.21
2021,17,11,55,0.20
2021,17,12,0,0.37
2021,17,12,5,-0.12
2021,17,12,10,-0.23
2021,17,12,15,-0.25
2021,17,12,20,-0.03
2021,17,12,25,-0.06
2021,17,12,30,-0.16
2021,17,12,35,-0.41
2021,17,12,40,-0.33
2021,17,12,45,-0.09
2021,17,12,50,-0.34
2021,17,12,55,-0.32
2021,17,13,0,-0.26
2021,17,13,5,-0.40
2021,17,13,10,-0.51
2021,17,13,15,-0.55
2021,17,13,20,-0.45
2021,17,13,25,-0.29
2021,17,13,30,-0.45
2021,17,13,35,-0.71
2021,17,13,40,-0.87
2021,17,13,45,-1.20
2021,17,13,50,-1.24
2021,17,13,55,-1.16
2021,17,14,0,-1.15
2021,17,14,5,-1.00
2021,17,14,10,-0.85
2021,17,14,15,-0.64
2021,17,14,20,-0.37
2021,17,14,25,-0.45
2021,17,14,30,-0.19
2021,17,14,35,0.14
2021,17,14,40,-0.05
2021,17,14,45,0.23
2021,17,14,50,0.14
2021,17,14,55,0.14
2021,17,15,0,0.57
2021,17,15,5,0.69
2021,17,15,10,0.59
2021,17,15,15,0.24
2021,17,15,20,-0.16
2021,17,15,25,-0.45
2021,17,15,30,0.07
2021,17,15,35,0.13
2021,17,15,40,0.47
2021,17,15,45,0.56
2021,17,15,50,0.92
2021,17,15,55,0.68
2021,17,16,0,0.55
2021,17,16,5,0.76
2021,17,16,10,0.57
2021,17,16,15,0.30
2021,17,16,20,0.15
2021,17,16,25,0.59
2021,17,16,30,0.60
2021,17,16,35,0.42
